text,category
"
If the clutch is in, then a large chunk of counter-rotating mass is not
rotating.  Hence, at a light, reving makes it twist.  Shaft effect is the
rear end rising under power or (the real problem) getting lower to the road
when the throttle is snapped shut (say when you are cornering and the heads
are real close to the road).  New GS bikes with the paralever shaft have
almost no shaft effect.



It's a question of how long you spend at low RPM and how much you need the
extra light.  At low RPM, 3K and under, they don't charge all that much if
at all.  The alternators put out sufficient wattage, it just that you need
to be at 4K RPM to get it.  


Full choke.  Open the gas taps.  Hit the starter and ever so slightly blip the
throttle.  It should fire.  Cranking should be done with minimal throttle.
My R100 likes the throttles to be raised just a bit off idle.

It's an EXPERIENCE thing.  Like Zen, it's hard to describe.  It can be hard
to learn if you aren't paying atttention to the differences between success
and failure.  Especially if you get really pissed off and flatten the
battery while trying to get it to run.

If my bike has been sitting for a few weeks, I give it a short while to
start.  If it doesn't, I turn it off and wait a few minutes for things to
vaporize in the fuel system and then it lights right off.  I've got dual
plugs which make it easier to start.


The BIG fix is the Bing carb upgrade kit.  It's good for a few MPG and the
parts are alcohol proof.  The parts it replaces aren't alcohol proof.  As
long as the bike isn't going to sit for long periods of time, gasohol is
nice since it helps keep ping away.  If your bike doesn't ping on cheap gas
you ought to raise the compression! (Half a smiley, the BMW twins of the
80s and beyond have lowered compression to keep the EPA happy.  Dual plugs
and higher compression give back a big chunk of the lost perfomance).",2
" 
(Deletion)
 
Well, that is certainly different, but it looks as if there is a translation
found for everything. By the way, I am most surprised to hear that night and
day move in an orbit.",0
"


It is not a question of an individuals standing. When a party puts up an
Arab for a Cabinet post and that Arab is rejected but the position is given
to a Jew from the same party we are not talking about power but racism.
Would you care to deny this has happened on several occasions with Labour
coalitions?


Not their party - them as *individuals*. Even when they belong to nice
peaceful Zionist mainstream parties they are not welcome. Arabs are
excluded on ficitious security grounds which are just an excuse. It
sure looks like racism to me.

Arabs are excluded from cabinet, even when they do the things you
suggest, because they are Arabs. Unless of course you have a better
reason? I am happy to listen to any good reason why a leftist Jew
is less of a security risk than a leftist Arab from the same party.
Look at the present cabinet.

Joseph Askew
",4
,3
"To the media, ""religion"" and ""cult"" have about the same relative
connotations as ""government"" and ""terrorist group"".
",0
"%
% I can't haul my big dic. around on my bike...
%

   ...or is it a boast?

-- 
   ------------------------------------------------------------------------
  | John Little  - gaijin@Japan.Sun.COM  - Sun Microsystems. Atsugi, Japan | ",2
"


Bill Conner, meet Bill Conner.",0
"[ stuff deleted ]

The French SPOT is an example that comes to mind.  Although the
company (name escapes me at the moment) sells images world-wide, you
can bet your last dollar (franc??) that the French gov't gets first
dibs.

I remember a few years ago (about the time SPOT was launched), I
was speaking to my Dad (an USAF officer) about this and that, and I
happend to mention SPOT (I think we were talking about technology
utilization).  He just about went ballistic.  He wanted to know how I
knew about SPOT and just what I knew.  I guess that space surveillance
is such a sensitive topic in the Air Force that he couldn't believe
that I would read about such a system in the popular press (ie. AV week).

mark, ",3
"



	But hanging is certainly painful. Or, do you not let the condemned 
know they are going to die?



	Hanging is not supposed to be very pleasant. I believe that in 
actuality, it is not ""quick and clean"". However, gas chambers can be
quite non-painful. Heck, why not give them a good time? Suffication by
Nitrious Oxide!

	=)


---

Private note to Jennifer Fakult.

        ""This post may contain one or more of the following:
         sarcasm, cycnicism, irony, or humor. Please be aware 
         of this possibility and do not allow yourself to be 
         confused and/or thrown for a loop. If in doubt, assume
         all of the above.",0
"A few months ago, in one the the motorcycle mags, there was
an article that mentioned reflector tape that was supposed to
be available thru BMW.  The idea was that the tape would look
black in sunlight, and reflect in other colors at night to
headlights.  It sounded like a nice way to add nighttime 
visibility without turning the bike into a carnival attraction.

I talked to the local BMW dealer about this.  I was told that the 
only thing he had heard about this kind of reflector, was it being 
used in a coming line of BMW clothing (rainsuits).  He wasn't aware 
of anything regarding self applied tape.

Has anyone come across this from BMW or any other source?

Thanks,
",2
"Does anyone know it the Macintosh LC has Pin 7 (the Pin that enables better
Flow Control)? I know the LC 1 & 2 doesn't have it, but what about 3? I have
had conflicting reports so far... Please help. Thank you.

(BTW, do you use RezNova's NovaLink? Yes? E-mail me!)

--- Via UCI v1.35 (C-Net Amiga)


Dennis T. Cheung
The DTC(tm) Corporation of America
America Online: DTC
Internet: DTC%MLinkNet@HotCity.Com",1
"From article <1993May14.023220.1@vax1.tcd.ie>, by apryan@vax1.tcd.ie:

Hmmm... Atlantis left Eureca in a 28 degree orbit. Retrieving it is
going to be *REALLY* fun if they fly to 57 degrees. Torque that 
Canadarm! :-)",3
"Urgent help needed. Daughter has SE 30 and Imagewriter II. Worked well until
yesterday. Now when she tries to print from Macwrite II or Acta the printing
message comes on, but not printing! Bought new cable, still no printing. Moved
cable to modem port, still no printing! I'm a DOS person and don't know where
to begin. Are there diagnostics for a MAC?
",1
"

I too have seen the miracle of Maxima Chain Wax.  Not only does it lube
and stay where it's supposed to, but I swear I can ride faster now.  Yes,
not only does it lube your chain, it makes you a better rider.  And more
attractive to members of the opposing sex.  And smarter.  And....",2
"
This is one of those ""yes, but"" things. It's true that a hydraulically
pressurized tube can be somewhat more rigid than an unpressurized tube,
but even at 2000 PSI levels a hydraulic hose will bend rather easily,
though it's straight-on compressive strength is high, and it's torsional 
resistance increase is practically nil. On the other grasping member, 
there's no doubt that hydraulic ""leverage"" exists in nature. Tree roots 
are an example. Given time they can shatter concrete as osmotic pressure
increases.


Kangaroos 3-limbed? I don't think so. If you take the view that the
tail is a limb, then monkeys and kangaroos are 5-limbed. I think the
tail is a different kind of structure, grossly enlarged in the case
of the kangaroo, but primarily still an instrument of balance rather
than locomotion. I don't know much about panda ""thumbs"", so I'll ask
is it opposable?


Well I won't say flat out that they can't be intelligent, but I'll
bring a couple of lines of argument to bear to try to show why I
don't think it's likely. First let me say that when I say ""intelligent""
I mean complex behaviors in response to novel situations on a level
with, or greater than, human tool use and tool building. IE assuming
suitable manipulators are present on the creature to allow it to alter 
it's enviroment in a planned way, it will do so. That's certainly not
a universal or complete definition of intelligence, but it will suffice
for a putative technological alien.

Now no one knows exactly what makes a brain capable of thought, but
it's generally accepted that one of the criteria is a certain level
of complexity. This is generally determined by the number of neuron
cells, and their interconnections. So a creature the size of a lemur
wouldn't have enough neurons to support complex thought. This argument
is considerably less clear in the case of the dinosaur. There's room
for a large brain, though no indication that one ever developed. One
reason this may be true is neuronic speed. The electrochemical messages 
that trigger neurons require time to propagate. This makes it difficult
for a highly complex central brain to coordinate the movements of very
large creatures. So there's little selection pressure for such brains.
Instead, a simpler distributed network evolves. This doesn't rule out
intelligent dinosaurs, but it points in that direction.

Then there are the thermodynamic arguments. A tiny creature like the
lemur needs to eat frequently because it's internal heat is rapidly
lost due to it's high surface to volume ratio. I contend that a creature
that must spend most of it's time and energy feeding won't have the time
to develop and exercise intelligence. That argument may be somewhat weak.
The dinosaur's problem is the reverse, it must moderate it's heat production 
because it's high volume to surface ratio makes it tend to retain waste heat. 
I'm assuming that a certain temperature range is optimal for chemical
reactivity reasons for productive neuron function. So creatures would
tend to need to maintain a regulated temperature in a range near that
of humans if they are carbon based. That tends to rule out cold blooded
creatures as potential homes of intelligence. Some people contend that
some of the dinosaurs may have been warm blooded. But for a creature
the size of a brontosaur, it's activity levels would have to be restrained
or it would be prone to generate an internal steam explosion from the
waste heat. Whales are similar size, but they can reject heat to the
ocean, a much more efficient sink than air. I suspect that for intelligence
to manifest itself, a certain degree of activity in interacting with the
environment is necessary. IE monkey curiousity. I doubt a large dinosaur
would be capable of that much activity.

Gary",3
"
Sure. It has caused my wife to conclude that I am totally insane, not just
partially:-}

Usually I just lift the left hand off the wheel and wave thru the
windshield. Damn near the same motion as on the bike:-}

                  tom coradeschi <+> tcora@pica.army.mil",2
"Greetings all,
	Can anyone let me know status of UK law about riding motorcycles.

	I used to ride one about 12 years ago and never took my DOT test ( One
of a whole list of things I wished I had done when I was young),but I have passed
my car driving test. I now travel from Littlehampton to Brighton every day
and I'm getting PISSED off with the traffic/road works. I thinking about getting
a 100cc bike ( Don't Laugh ) just to get ""Streetwise"" and to take my test, then
to get a bigger one ( 400 to 600 cc ).

	Now I have been told I don't have to do the CBT but what will I have
to do to get a full licence ?

Thanks in advanced

Leigh 
",2
"







Well, again, I am doing as much as the poster I was replying too. I am
quite busy and really don't have the time to respond in full scholarly
form to every accusation that is flippantly made by someone who's 
being clearly antagonistic.




I have considered it. But if someone spreads falsehoods out of
ignorance then they are still spreading falsehoods. Those falsehoods
generally do not come out of nowhere but are produced by people
who know that what they are saying is (at _least_) not the whole
truth. I still consider such spreading of falsehoods propaganda
on some level.




Bob, I never accused you of having your head up your ass! It takes
me quite some time in dealing with someone before accusing them of
having their head up their ass. I was accusing the original poster
(Benedikt, I believe) of being so impaired.


Cheers,",0
"
You may have been emailed this, but the IIsi's power supply is not rated to
handle the GC board.  Remember when the si came out and everyone complained
about it's power supply.  This is one result of apple providing a low-cost
computer and I think they got a lot of flack for having a relatively high end
computer (at the time anyways) that couldn't even support their own video
board.  Even if this isn't what is causing your problems, you might develop
one later.",1
"




Perhaps Iranians are not Arabs even not-so-strictly-speaking ?

",4
"Jerry Salem writes

The only way to do that would be to add a video card to the LC expansion  
port. This doesn't have to be that expensive; several companies have portrait  
monitor/video card bundles available. 

Check a current MacWorld/MacUser.

--Nizam

--",1
"
That's funny, I thought you were making a statement about what
people think.    In fact, I see it quoted up there.",0
"As we see right now, the position of influence enjoyed by parties favoring
the negotiation process is tenuous at best. The local ""elections"" in Hebron
that the PLO was expected to win (perhaps adding a bit to its flagging
position of ""legitimacy"" in the eyes of Palestinians and the Middle East)
have been disrupted by Hamas actions overtly directed towards
undermining those (and all West Bank) elections. The present ruling Israeli 
Labor coalition seems to be one rather thin political ice. The Palestinian
delegation has been reduced from 14 to three to protest Israel ""lack of
seriousness"" in the talks and refusal to reverse all the deportations
immediately.

Hopefully, however, each of the parties will begin to learn that just
the fact that negotiations are taking place *does not mean* they are giving 
anything away to ""the other side"" (which was/is the favorite argument of 
the ""rejectionists""). Let's hope that discusion and inevitable disagreement
on major issues leads at the same time to some agreement on smaller
""interim"" (""phase"", whatever term we prefer) steps to be taken.  



",4
"Hello, All!

  I apologize, I haven't published my astro FTP list since March.
  Now I haven't tested all the sites included into the list.  I
  would notified all the people, you have stored some older issues
  of my, there are now lots of changes.  Many sites have gone away:
  They either do not exist any more or all the astro stuff have
  removed.
 
  The job keep this list is very hard, so all the notes and informat-
  ion of changes, new sites, new contents etc. is welcome.

  I would thank all the net people who give me information for the
  newest version.



  					regards,

					Veikko Makela",3
"
Yes, 4 points, in really big holes which are fairly clear of most of
the other stuff on the board.  If you can replace the battery, you
can install the battery holder.",1
"


It is the Serbs who were divided when Croatia and Bosnia-Hercegovina 
attempted to secede from Yugoslavia, ripping more than 2,000,000 Serbs
and their property out of Yugoslavia.  

The Croatian and Muslim nations had the right to secede, not the Republics.
Additionally, the secessions were to be negotiated, which would probably
have required international mediation; instead the secessions were illegal,
unilateral, and acts of war against Yugoslavia and those who did not
want to be ripped out of Yugoslavia by the secessions.",4
"
Now, while I wouldn't recommend doing this while moving,

(Maybe Mike Beaverton can complain to you awhile! :/ )

you might not want to countersteer if you're just sitting
in the driveway...

<sounds of Rick falling off bike, muttering, ""Damn, coulda
sworn that's how they told me in the MSF course!!?"" >

",2
"
Am I correct in assuming that the science instruments buffer their acquired
data in onboard RAM, which is then downloaded upon receipt of the MRO command?",3
"        I had to turn to one of my problem sets that I did in class for this
little problem.  I don't have a calculator, but I DO have the problem set that
we did not too long ago, so I'll use that, and hope it's what you wanted.  
This is a highly simplified problem, with a very simple burst.  Bursts are
usually more complex than this example I will use here.
        Our burst has a peak flux of 5.43E-6 ergs cm^-2 sec^-1 and a duration
of 8.95 seconds.  During the frst second of the burst, and the last 4 seconds,
its flux is half of the peak flux.  It's flux is the peak flux the rest of the
time.  Assume that the background flux is 10E-7 erg cm^-2 sec^-1.
        Then we had to find the integrated luminosity of the burst, for several
different spheres: R=.25pc(Oort Cloud Radius), R=22.5pc(at the edge of the
galaxy), R=183.5pc or the edge of the galactic corona, and lastly at a
R=8800Mpc.  
        We integrated the flux over all time to find the fluence, then used the
old standby formula:
                        Luminosity=4(pi)(r^2)Fpeak
        For a radius of .25 pc, we found an L around 10^32 erg/sec.  Pretty
energetic for close by.  for the coronal model, we found around 10^43 erg/sec.
And lastly, for the cosmological model an L=10^53. That's what you'd call
moderately energetic, I'd say.  Any suggestions about what could put out that
much energy in one second? 
                                                -jeremy



",3
"
  Precisely my position.  

  As a newbie, I tried the point-by-point approach to debate with
  these types.  It wasted both my time and my lifespan.  Ignoring
  them is not an option, since they don't go away, and doing so
  would leave one with large stretches of complete anonymity in this
  group.

  What's left?  Healthy flaming.  I'm sure on occassion I've
  appeared to be little more than a caustic boob to some of the
  Bobby types.  But why waste breath arguing with someone whose most
  rational though process involves his excretory system?

  And I stand by my record of recognizing these people long before
  most of the rest of the group.  So let's see what this Timmons
  character has in store for us...

/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\ 

Bob Beauchaine bobbe@vice.ICO.TEK.COM 

They said that Queens could stay, they blew the Bronx away,
and sank Manhattan out at sea.",0
"REPOST - DUE TO NET PROBLEMS

Hi,
   I have problems with the FDHD on a IICX that EKG reports is ROM
revision 376. I had reports that this Mac was having trouble 
formatting disks and by the time I got to it, the FDHD just would
not respond although all other functions were fine.

I checked the voltages on the DB19 external drive connector and pin
6 showed no volts with 7 and 8 giving 25volts unloaded. The power 
supply is an Astec and I sent it away for repair.

With the power supply reinstalled, I now get the following error:

With the internal FDHD connected, the Mac boots fine but on completion
of boot cycle an alert displays ""The disk is unreadable - do you
want to eject it?"". For every combination of response, the alert 
reappears within approx 2 seconds and this error is continuous. The
FDHD does spin but there is no head seeking and the FDHD is incapable
of ejecting the disk. This error sequence occurs regardless of whether
there is a floppy in the drive or not. Pin 6 on the DB19 external 
connector shows 1.2V, pins 7 and 8 show 10.75V.

With the internal FDHD disconnected, the Mac boots fine and works great 
(MacEKG reports no errors). The DB19 external connector now shows
no voltage on pin 6 but pins 7 and 8 show 10.75V.

Now, the internal FDHD may be fubar, but I have an apple 800K external
drive that gives exactly the same symptoms as the internal drive when
connected to either the external DB19 or the internal connector at J16
(after suitable surgery to the external drive). The voltages at J16 
(with the internal FDHD disconnected) are as follows:

	PIN	Volts	PIN	Volts
	1	-	2	5
	3	-	4	5
	5	-	6	5
	7	-	8	-
	9	-	10	5
	11	-	12	-
	13	10.75	14	5
	15	10.75	16	5
	17	10.75	18	-
	19	10.75	20	5

This machine has a SWIM which I don't think EKG tests. I have tested all
diodes and pica fuses and can find no problems. Does anybody have any
ideas ?

                        Best wishes,
                          Woody.

                               Paul Woodman  ",1
"

My Centris 610 is working perfectly.  There is one problem that I have
noticed.  FastBack II backup utility does not work!!!  The strange thing
is that it works with my friend's 610 most of the time, however, it never
works with my machine.  I assume it is some sort of software problem and
not hardware related.


",1
"Ok I want to get a color Mac I don't care if it is an LC or a Mac II or
what but I want to go to a color machine.  I'd prefer to trade my
present Mac SE system plus some cash or other equipment for the color
system as right now I'm not full of the $$$ to buy a color system
outright.
Here's what my Mac SE system has...

Mac SE 4/20 with internal 800K drive
20 Meg external
External 800K drive
ImageWriter II with 4 color ribbon

Stuff that can go with it......
I'm willing to include both of the 9600 modems and the 2400 baud modem
if the deal is right.  Keep in mind that both the 9600 modems are less
than a month old and the MultiTech modem sells for about $440 or so.

MultiTech Multimodem II (9600 data/fax)
U.S. Robotics Sportster (9600 data)
Microcom QX/12K         (normally will connect at only 2400 as highest
but it will do faster if connected to another Microcom)

The USR and the MultiTech are both brand-new

If interested send me e-mail at dleonard@wixer.bga.com",1
"I use the new keyboard with a IIfx, and I like it. I am not a touch typist
so some of the advantage is loss on me - but there is difference and less
stress on my wrists.

Dan
-- ",1
"Just one little thing. Last year, mid-december, a cop pulled me over. It 
was about -10 Centigrade, and it just started snowing (O.K. you are right, I 
live in Canada). The cop checked my license, insurance, ownership, looked at 
my frozen nose and fingers, told me to watch the speed limit more closely, 
and, entering his cruiser, told me, I was doing 68 instead of 50 km/h. 
Didn't ticket me, and I REALLY slowed down after that ( I already mentioned 
it started to snow. )

        Safe riding, Stefan.
------------------------------------------------------------------------------ ",2
"
OK. Lets look into this.
According to my dictionary,
Zi-on-ism: an international movement orig. for the establishment of a Jewish
national or religious community in Palestine and later for the support of
modern Israel.

Now, I do not support the establishment of nations based on religious 
principles, while I support the establishment of nations based on cultural
identities.

So. Here are some questions I have to ask for anyone to answer. My point
is what someone said long time ago: In politics, like with men, it is important
to distiguish between what they say they do and what they are actually
doing.

1) My mother is Jewish (and so is my father). If I apply for the Law of
Return, do I get in as a Jew trying to return to his land, from which my
family was expelled about 2000 years ago?
2) If I go back, which nationality would my ID show?
3) If I decided to go back to the land from which my relatives had been 
expelled 2000 years ago, but first I convert to any other religion, can I 
apply to the law of Return as a member of the Jewish Nation or should I 
apply as someone whose mother is Jewish?
4) Which nationality would show my ID in case 3)?
5) What has change in me between the day before and the day after I converted
to loose my being part of the Jewish Nation?
6) Suppose I want to get married to my current wife, who is non-Jewish in
Israel, how do I do it?
7) How would my situation change if I decided, after going back to
Israel, to convert to Islam?


Now, here is one more question. I do believe that most people in a country
do not care about politics. They just want to be left alone.
Suppose my father is Arab. Suppose he was born in Palestine, in some place 
which now is part of Israel. Suppose that his father, and his grandfather as
well as 20 or 30 generations before him were born in that place.
Now suppose there is a war of independence and my father, scared by all the
fighting going on, tries to take his family to a place more secure, among 
people he knows, who speak a language he understands, who worship the same
god. Now, suppose that that place is some other Arab country. 
And, now suppose that the war is over and that there is a new country created
where my father used to live, and that that country is called Israel.
And, that in that country, Jews from all over the world are received. And
that people whose family left thet country 200 generation ago are recieved and
granted full-citizenship.
Should I, if I decided to go back to my father's land, where he was born as
20 or 30 generations of my family were born, have the right to go back and
ask to be recognized in the same way those who are returning after 2000
years?

Then, finally, people ask me how I would define a Jew, but that is irrelevant.
I am not talking about how I would define a Jew, but about how people in 
Zionist organizations, and more important, in Israel, define a Jew.
How would those who are Zionist define a Jew? 



",4
"
Well, let's delve one level deeper. Why is democracy better than tribalism or
other means of Govt.? The President of Georgia was elected with a thumping
majority and booted out later, w/ no objections from the UN. Similarly, the
people of Algeria elected an Islamic Fundemantalist Party into power but the
junta declared it illegal. In both cases, I personally have _no_ problems with
the outcome, but if the voice of the people is that hallowed thing that the 
world community claims to revere so, why isn't it interfering there? 

.
Exactly. My point is that it will inevitably turn out that way, and we can save
ourselves a lot of pain and trouble by simply letting people sort out their
problems on their own. Colonial interventions, even in Haiti, haven't worked 
in the past. They had a 102 coups from 1845-1915. The US invaded in 1915. And left
in 1933, almost 17 years after they had intended to. Was it a success? Well,
look at Haiti today and of the past 40 years and decide for yourself. It _was_
a success so long as the US was in, from what I remember. But it didn't last
long, obviously.


Nobody did. People should have a right to self-defense. If the UN wants to arm
the Bosnians or Haitian revolutionaries or whoever, I have no problems with
that. I do when they cross that line and attempt to re-arrange boundaries, govts.
etc., the Vance-Owen plan being one such piece of insanity.
 

We finally have a clearly-stated point of difference. Colonialism can
have its good side, which is as you stated above - removing thugs from being
able to lord it over powerless people. I am worried that the bad side is what 
will assert itself, and I am prepared to let natural forces take their course 
if that will mean we can avoid the bad side of colonialism.


-- 
Srinivas Sunder                                         sunder@crhc.uiuc.edu

If The University of Illinois shares these views, I'd be surprised.
They aren't that smart generally -:).",4
"I have an opportunity to buy a Radius VideoVision
board for about 1/3 of normal street price, which
I believe is due to a change in the board architecture.

I VAGUELY, MAYBE remember that there was
some kind of serious problem with this board, which
does Composite, PAL, SECAM to S video, Composite,
etc coversions. Plus also generating quicktime movies, 
etc. MacWeek was generally complimentary about it
in the April 12th issue.

Does anyone have any information on this board, such as is it the 
one which has been superceeded, what about an 
upgrade if so, etc. I'd be very curious to hear from you.

THANKS!

--B.W.",1
"
There's a difference between believing in the existence of an entity,
and loving that entity. God _could_ show me directly that he exists,
and I'd still have a free choice about whether to love him or not. So
why doesn't he?
-- 
------------------------------------------------------------------------
Kevin Anthoney                                         kax@cs.nott.ac.uk
            Don't believe anything you read in .sig files.",0
": Mike Adams suggested discussions on long-term effects of spaceflight
: to the human being.  I love this topic, as some of you regulars know.

: So, having seen Henry's encouraging statement about starting to talk
: about it; I shall.

: I feel that we as a community of people have unique resources
: to deliver to the world a comprehensive book which can elaborate
: on the utility of spaceflight to fields which are as divergent 
: as medical intensive care, agriculture, environmental protection, and 
: probably more.  I do not believe that the general public understands
: the impact of spaceflight on the whole of society.  In the absence
: of such knowledge, we see dwindling support of the world's space effort.

Just a few contributions from the space program to ""regular"" society:

1.	Calculators
2.	Teflon (So your eggs don't stick in the pan)
3.	Pacemakers (Kept my grandfather alive from 1976 until 1988)


p.s.  To all the regular contributors to sci.space.news and
sci.space.shuttle, thanks for all your hard work keeping us informed
as to the doings down in NASA and other space-type agencies.  I don't
have much time to read USENET, but I ALWAYS read these two groups....
",3
"
My reference is a 4 page essay in our local Star Tribute newspaper
putting the whole conflict in perspective. I will readily admit
that I am no authority in this area; however, other posteers 
asserted that *some* Muslims did join hands with Croats and
Nazis in persecuting Serbs. In any case, past actions do not
in any way validate or legitimize what is happending there now.

I sincerely do apologize to the extent the author of the essay
was wrong in making the assertion he made. 

Maybe, some student of history may put this in perspective.

Satya Prabhakar
",4
"
4. Annex Gaza to Egypt.
5. Annex Gaza to Israel
6. Maintain the status quo.
7. Partition Gaza into a Jewish and an Arab state.

	I don't necisarily support any of these, I just felt like
pointing out there are way more than three solutions.  Next time,
maybe we'll see some research into them....

Adam
Adam Shostack 				       adam@das.harvard.edu",4
"

A religion is a cult which if those in power belong to it.

Actually, they're all bull shit.",0
"If this man Clark is a NASA administrator then god save NASA. Of course
the Shuttles record is unrivaled !  There is only one Shuttle. Furthermore,
there is only likely to be one Shuttle now that Hermes and Boron are 
effectively cancelled.

These officials should spend more of their time explaining to their
European and Asian partners how we are expected to believe in them
when their paymasters change their minds on major international
projects everytime a new US administration takes office (considering
the major impacts this has on the European and Asian (Japanese)
industry). It is also appreciated how this affects American
industry. I am of course talking about Space Stattion Freedom.
",3
"shut up andi!
",4
"-*----


I believe that Maharishi is titular.  (Someone please correct me if 
I am wrong.)  Thus, Maharishi Rajneesh is a different person from
Maharishi Mahesh, but they are both Maharishis.",0
"
I think you just answered your own question...
",2
"I have a Logitech 256grays hand scanner from a PC.  I'm wondering if anyone
has been successful in connecting the scanner to a mac?  It has the same
connector and is a serial device on the pc.  I can imagine the pins coniguration would need to changeed, but I'm not sure if the signal levels would be correct,
and if the mac s/w would work with it.  

Of course the manuals say nothing about the interface, connector layout or
anything H/W-ish!

Any ideas??


thanx,",1
