text,category
"Speaking of educational systems, I recently had a colleague
tell me that the reason one of our fifth grade students is so
physically developed is because she was sexually abused as a younger
child. This, she went on to say, kicks the pituitary gland into
action and causes puberty.
",2
"I understand fire trucks had been at the site for several weeks but were
sent home three or four days before the assault.  Can anyone confirm this?
",3
"SOFTWARE 	RETAIL / SALE  Price

//////GRAPHICS///////// 		 

COREL DRAW 2.0 	300 / 	25 

ALDUS PHOTO STYLER 1.1 	800 / 	100 

IMAGE IN COLOR (2 ) 	800 / 	100 

PHOTO FINISH (3 OF THESE) 	295 /	75 

IMAGE IN SCAN & PAINT 	150 /	20 

IMAGE IN FULL PACK 	300 / 	45 

PICTURE PUBLISHER 	800 / 	100 

IMAGE PREP 	200 / 	50 

SNAP PRO 	70 /	20 

IMAGES INC. 	200 / 	50 

PUBLISHER'S PAINTBRUSH 	495 /	50 

DELUXE PAINT 2 ENCHANCE 	129 /	25 

SOFTTYPE ( FONT WORKSHOP) 	300 / 	25 

VISTA PRO  	100 / 	20 

optibase-wORKSHOP 	149 /	35 

GFA CAD 	100 / 	25 

////////UTILITIES //////////		 

X TREE GOLD FOR WIN 	99 /	25 

TNT (anti virus) 	100 / 	15 

salvation 	100 / 	15 


AMISH UTILITIES 	79 /	15 




////////MULTIMEDIA 	///////	

SMART TEXT 	200 / 	10 

MUSIC CLIPS 	149 /	25 

AUDIO TRACKS  	79 /	15 

SPINnAKER PLUS (MAC) 	495 /	35 

SPINnAKER PLUS (PC) 	495 /	35 

ASK ME 2000 	500 / 	35 

MULTI MEDIA MAKE YOUR POINT  	79 /	20 

MADISON AVE 	75 /	25 

INTERFACE (MAC) 	300 / 	10 


MR. SOUND EFFECTS 	50 /	10 

MUSIC BYTES 	50 /	10 

TEMPRA SHOW 	495 /	50 

STORYBOARD PLUS 	400 / 	50 

/////////PROGRAMMING 		/////// 

M S WINDOWS 3.1 DEV. KIT (FULL) 	500 / 	75 


WINDOWS MAKER PRO 	995 /	50 

MS C 5.1 	500 / 	10 

TOP SPEED MODULA 	300 / 	10 

///////// BUSINESS ////////	 

THE ART OF NEGOTIATING 	150 	10 

TELEMAGIC 	150 /	10 


FULL IMPACT(MAC) 	500 / 	10 

APPROACH DATABASE 400 / 50

ASCEND 	300 / 	35 

/////// GAMES 	///////	 


NFL PRO LEAGUE FOOTBALL 	49 /	15 

ECO-SAURUS 	40 /	10 

/////// hardware //////// 		

modem 2400 baud 	200 / 	50 

assorted joysticks 	35 /	9 

WIllows VGA TV  300 / 50

Amiga Trac Ball 75 / 20


////// misc. /////// 		

the wedding planner 	49 /	10 

SOFTWARE YARD SALE FRI  4/30 ,SAT. 5/1, & SUN 5/2   8:30 TO 4:00   

e-mail -- pbenson@cscihp.ecst.csuchico.edu

LOCATION:

436 NUNNELEY RD., PARADISE
CA 95969    

Phone 916 872-7905      ",0
"
But they also might have run out of fire-wood (maybe chopping up furnature?).

They also may not have been cooking, but eating MREs and other
delicacies stored for just such an occation...

Just a thought.

Brent ""Yes I am well aware that their electricity was cut, thanks to the
HUNDREDS of E-mail messages and replies to my post"" Irvine
",3
"
Hei Pei.

I can not help you directly width you problem, but there may be
intermediate roads to take to get to the IFF. I am using a converter
that can take IGES, IIF, DXF -> IGES, MILESPEC I IGES, MILESPEC II IGES, 
IIF, MILESPEC I IIF, MILESPEC II IIF  and DXF.

IIF is IBM IGES FORMAT. There may be converters out there that can handle
IGES to IFF. Hope this was to any help. By the way the converter is part
of the IGES Processor/6000 package from IBM and it runs on RS/6000 AIX.",0
"


Where are your references?  I have been unable to find studies that state
that chromium ""cures diabetese"".  It can reduce the amount of insulin you
have to take.  ""High blood pressure"" - I have never heard of this claim
before.  ""... anabolic steroids"" - I have also never heard of this claim
before.  Sounds like you are making things up and stretching the truth
for God knows what reason.  Did somebody piss you off at one time?






I agree with you that chromium picolinate by itself isn't likely
to make a fat person thin.  But it can be the decisive component
of an overall strategy for long-term weight control and make an
important contribution to good health.  It is important to
exercise (11, 12) and also avoid fat calories (9, 10).

Chromium picolinate has shown to reduce fat and increase
lean muscle (1, 2, 3).  I will not bore you with the
statistics.  You wouldn't believe these anyway.

Chromium Picolinate is an exceptionally bioactive source of
the essential mineral chromium.  Chromium plays a vital role
in ""sensitizing"" the body's tissues to the hormone insulin.
Weight gain in the form of fat tends to impair sensitivity
to insulin and thus, in turn, makes it harder to lose
weight (4).

Insulin directly stimulates protein synthesis and retards
protein breakdown in muscles (5, 6).  This ""protein sparing""
effect of insulin tends to decline during low calorie diets
as insulin levels decline, which results in loss of muscle
and organ tissue.  By ""sensitizing"" muscle to insulin,
chromium picolinate helps to preserve muscle in dieters
so that they ""burn"" more fat and less muscle.  Preservation
of lean body mass has an important long-term positive
effect on metabolic rate, helping dieters keep off the
fat they've lost.

Chromium picolinate promotes efficient metabolism by aiding
the thermogenic (heat producing) effects of insulin.
Insulin levels serve as a rough index of the availability
of food calories, so it's not at all surprising that insulin 
stimulates metabolism (4, 7, 8).  Note that I did not say
that chromium picolinate increases metabolism.

In summary, you need to change your life style in order to
loose weight and stay healthy:

  A. Reduce dietary fat consumption to no more than 20% of calories.
     - Eating fat makes you fat.

  B. Increase dietary fiber
     - low in calories; high in nutrients.

  C. Get regular aerobic exercise at least 3 times a week
     - burn calories.

  D. Take chromium picolinate daily
     - lose fat; keep muscle


References:

1.  Kaats GR, Fisher JA, Blum K. Abstract, American Aging
    Association, 21st Annual Meeting, Denver, October 1991.
2.  Evans, GW. Int J Biosoc Med Res 1989; 11: 163-180.
3.  Page TG, Ward TL, Southern LL. J Animal Sci 69, Suppl 1:
    Abstract 403, 1991.
4.  Felig P. Clin Physiol 1984; 4: 267-273.
5.  Kimball SR, Jefferson LS. Diabetes Metab Rev 4: 773, 1988.
6.  Fukugawa NK, Minaher KL, Rowe JW. et al. J Clin Invest 76:
    2306, 1985.
7.  Fehlmann M, Freychet P. Biol Chem 256: 7449, 1981
8.  Pittman CS, Suda AK, Chambers JB, Jr., Ray GY. Metabolism
    28: 333, 1979.
9.  Danforth E, Jr. Am J Clin Nutr 41: 1132, 1985.
10. McCarty MF. Med Hypoth 20: 183, 1986.
11. Bielinski R, Schutz Y, Jequier E. Am J Clin Nutr 42:69, 1985.
12. Young JC, Treadway JL, Balon TW, Garvas HP, Ruderman NB.
    Metabolism 35: 1048, 1986.
",2
"

mlb.c is archived on the Internet Baseball Archive

anoymous ftp to eucalyptus.cc.swarthmore.edu (130.58.67.44)
you must use your full email / username id as a password

cd ./baseball/schedules

it's filed as mlb-schedule-program.c for clarity

schedules pre-generated for east-coast times are there as text files as
well, and a couple of teams' TV schedules -- please send me more TV info if
you have it on other teams.

- matt

Matt Wall * wall@cc.swarthmore.edu * Hey, I gotta job here, OK?",1
"If the student has a kidney infection, she ought to be on antibiotics.
Kidney infections-- left untreated-- can cause permanent damage to
the kidneys.  I was hospitalized with a kidney infection a while ago
and I was very sick.",2
"Could anybody tell me if exists any program to convert AUTOCAD graphics to
another format (GIF, TIFF, BMP, PCX ...) and where to get it?

	Thanks in advance",0
"CNN just reported the ATF and the FBI have begun killing everyone in the
United States. A press release stated this action was required because
bugs had revealed that many people were doing something illegal in their
homes, and statistical data indicated that those who weren't might someday
do something illegal. An ATF spokesperson, just before he shot himself, stated
that ""this would clean up things once and for all"".

If the citizens can be gathered into groups of more than 100, the FBI has
indicated they will ""burn them, just like we did those kooks in Waco"". 
It hasn't been decided how the new proposed ""energy tax"" will enter into
this, an IRS representative stated ""We're looking at the tax code to determine
if taxes really end at death. With this many dead Americans, we don't want
to overlook anything"". An ATF agent ran into the room, and shot her.",3
"I'm a fellow applicant and my situation is not too much better.  I applied
to about 20 schools, got two interviews, got one offer, and am waiting to
hear from the other school.

Let me be honest about my experiences and impressions about the medical
school admissions process.  Numbers (GPA, MCATs) are not everything, 
but they are probably more important than anything else.  In fact, some
schools screen out applicants based on these numbers and never even look
at your other qualities.  Of course, when this happens, don't expect a refund
on your $50 application fee.

But, the fact that you got four interviews tells me that you have the numbers
and are very well qualified academically.  You mentioned one response, was it
an acceptance, denial, or wait-list?  If I assume the worst, that it was a
denial, then you still have a great probability of acceptance somewhere.  How
did your interviews go?

As for how long you have to wait, I've called a few schools who never contacted
me for anything.  Many of them told me that the interview season for them was
over and that if I haven't heard by now, I can assume a denial.  Many rejection
letters are not sent out until May or as late as June.  But some schools are
still interviewing. I really don't think you should worry.  Don't become
fixated on the mailbox, go out, have fun, be very proud of yourself.

What do people think of the medical school admissions process?  I had a very
mediocre GPA, but high MCAT scores, and I have been working as a software
engineer for two years.  I majored in Computer Science at Stanford.  Still,
I think the profile of the person who has the best chance of getting admitted
is something like this:

VERY IMPORTANT
--------------
GPA:	3.5 or better
MCAT:   top 15% in all subject

MEDIUM IMPORTANCE
-----------------
Writing/Speaking ability
Maturity
Motivation for going into medicine
Activities

LESS IMPORTANT
--------------
College or University
Major
Work experience
Anything else you want them to know


Anyway, you are in good shape.  I think admissions committees are bound in
many ways by the numbers, but would like very much to understand each
person as an individual.  Sometimes thats just not practical.  But getting 
four interviews is an indicator that you have the numbers.  Hopefully, you
were able to impress them with your character.
",2
"

Well, that was an easy decision.  No more Bianchi anything for me.

",3
"[argument over ""reasonable"" players and umpires deleted]



Yes, but the baseball rules say you can only appeal a ball and not a
strike. There was no decision made by the umpire regarding an appeal.
Once he called it a strike the call could not be changed.  

I thought that the umpire did the right thing.

",1
"Organization: Temple University
X-Newsreader: NNR/VM S_1.3.2

Last week I went to see a gastroenterologist. I had never met this
doctor before, and she did not know what I was there for. As soon as I
arrived, somebody showed me to an examining room and handed me a gown.
They told me to undress (from the waist down, to be exact) and wait for the
doctor. Is this the usual drill when you go to a doctor for the first
time? I don't have much experience going to doctors (knock on wood), but
on the couple of occasions when I've gone to a new doctor, I met him
with my clothes on. First, he introduced himself, asked what I was there
for and took a history, all before I undressed.
 
Are patients usually expected to get naked before meeting a doctor
for the first time? Personally, I'd prefer to meet the doctor on
something remotely resembling a condition of parity and to establish an
identity as a person who wears clothes before dropping my drawers. If
nothing else, it minimizes the time that I have to spend in the self
conscious, ill at ease and vulnerable condition of a person with a bare
bottom talking to somebody who is fully clothed.
 
Does anybody besides me regard this get-naked-first-and-then-we-can-talk
attitude as insensitive? Also, is it unusual?
 ",2
"by the way ms. olmstead dna is not degraded in the stomach nor
under pH of 2.  its degraded in the duodenum under approx.
neutral pH by DNAase enzymes secreted by the pancreas.  my
point:  check your facts before yelling at other people for not
doing so.  just a friendly suggestion.
",2
"
	The garbage started hitting the field well before the Sunday
game.  It started on Thursday or Friday (I can't recall which games I
*didn't* watch on TBS).  Deion was getting pelted with trash the whole
time, it seemed.  The announcers talked about the change in the seating
in the bleachers, and how that made it easier for the events that
transpired.  I actually thought at the start of the Sunday slugfest that
since it was a Sunday daygame the crowd would be a little different,
more refined.  Surprise?
",1
"I am just wondering whether the official MLB stats includes 
Intentional Walks in the BB category or not?",1
"


Howdy...  I think you would be interested in Infini-D 2.5 for the Mac.  There
is no DOS or Windows version.  It's quite an amazing program.

""Some"" of the features:

*  Bevel Text
*  Timeline based animation sequencer
*  Realtime bounding box preview
*  Object linking
*  Phong Shading
*  Ray Tracing
*  Bounding Box shading
*  Wireframe shading
*  Ghourad shading
*  Flat shading
*  Anti-aliasing (none, low, medium, high)
*  Environment maps
*  Quicktime support (wrap a QT movie around an object)
*  Procedural surfaces
*  Composed surfaces (for layering surfaces)
*  Alpha channel support
*  Import EPS, DXF, and Swivel 3D files
*  Export DXF and Swivel 3D files
*  Spline based animation
*  Animation assistant (for creating smooth movements and other stuff)
*  Object morphing (surfaces and bevels morph too)

... And lots more that I can't remember right now...

Anyway, it's not as expensive as some of the other animation/rendering
packages.  I think you can get it for around $699 from MacWarehouse.
They also have educational discounts...

Well, hope that helps a bit.

See ya...",0
"
Not anymore!  Recent archaeological inspection of the site presents pretty
compelling evidence that the ""mass suicide"" at Masada never occured.  This
evidence was so compelling tha the Tzahal no long hold their secret ceremony
at the fortress.

",3
"consistently


",1
"
   I need help in creating my 4x4 perspective matrix.  I'd like to use this for
   transforming x, y, z, w in some texture mapping code I got from Graphics Gems
   I.  I have many books which talk about this, but none of them in simple plain
   english.  If you have Graphics Gems I, I'm talking about page 678.

   I'd like to have a perspective matrix that handles different field-of-views
   and aspect of course.  Thank's for your help.

ca2 = cos(alpha / 2) Horizontal
sa2 = sin(alpha / 2)
cb2 = cos(beta / 2) Vertical
sb2 = sin(beta 7 2)
Zf = Far clipping value
Zn = Near clipping value

Matrix:
[[ca2/sa2 0 0 0]
[0 cb2/sb2 0 0]
[0 0 Zf/(Zf-Zn) 1]
[0 0 -Zn*Zf/(Zf-Zn) 0]]",0
"If you have any information on artificial intelligence in medicine, then I
would appreciate it if you could mail me with whatever it is. The informations
is needed for a project.

Thank you, Ian.",2
"
This is almost certainly a MacBinary file which is an encoded version
of a mac file so the Resource fork and Data fork get preserved.
You need a program that converts this to a regular file. If this is a
macbinary file, you may have downloaded it in Text mode and is probably
corrupt (if you did). If you're using FTP to transfer it at any point make sure
you type ""binary"" first.

If you can open the file with a text editor and find
(This file must be converted with Bin....
at the top, it is a BinHex file and can be decoded with
BinHex 4.0 (among other programs).
",0
"

Is that the number of ""left"" legs, or both left and right?",0
"


Know any Mormons?


Know for a fact that this was happening?  State of Texas says it wasn't,
and they held a trial to prove it.


Sure we can.  The top two things are perfectly legal.  The bottom one
isn't.  The person here who can't distinguish seems to be you.


So the constitution is only for people you approve of.  Fine, fine.
I usually refer to that as ""elitism,"" because ""bigotry"" is so negative.


Knowing that people like you are out there really gives me warm fuzzies.


-- ",3
"Lord, I hope you don't Hoover was a pro! He was monstrous.",3
"Here is a press release from the American Federation of State, 
County and Municipal Employees.

 Unions Point To Deadly Workplaces; AFSCME, Other Unions
Commemorate Workers Memorial Day
 To: National Desk, Labor Writer
 Contact: Janet Rivera of the American Federation of State, County
and Municipal Employees, AFL-CIO, 202-429-1130

   WASHINGTON, April 23 -- The American Federation of State, 
County and Municipal Employees (AFSCME) and other unions
of the AFL-CIO on Wednesday, April 28, will commemorate the fifth
annual Workers Memorial Day -- a day to pay homage to the 6
million workers who are killed, injured, or diseased on the job.
   This year, AFSCME will focus its Workers Memorial Day efforts an
the dangerous environment in which corrections officers must work.
Earlier this month, an AFSCME corrections officer, Robert
Vallandingham, was killed by inmates who overtook the corrections
facility in Lucasville, Ohio.
   The law and order agenda of the 1980s has resulted in a steady
increase in the prison population for the past five years.  On
Jn. 1, 1992, the prison population was 709,587. Projections
show a continued increase in the number of inmates, with an
expected prison population of 811,253 in 1994.
   The conditions which this burgeoning prison population has
created for corrections officers is partially reflected in the
number of assaults by inmates against staff.  Assaults against
staff increased dramatically between 1987 and 1989, and remain
high.  In 1987, there were 808 assaults by inmates against staff,
compared to 9,961 such assaults in 1991.
   The increased number of inmates has brought on the dangerous
combination of overcrowding and understaffing.  For example in Ohio
officer-to-inmate ratio is 1 to 8.4 -- the second worst ratio in
the nation. The national average is 1 to 5.3.  Other health and
safety issues facing corrections officers include AIDS, Hepatitis
B, tuberculosis, stress, and chemical hazards.
   AFSCME has more than 50,000 members who work in the nation's
federal, state and local correctional facilities.
   Correction officers are not alone in performing their jobs under
life-threatening conditions.  Every year, 10,000 American workers
die from job-related injuries, and tens of thousands more die from
occupational disease.  Public employees do some of the nation's
most dangerous jobs. Perilous occupations include:

   -- Highway Workers - Highway workers are often injured and
      frequently killed by moving traffic because work zones are
      not barricaded or don't have proper lighting.
   -- Health Care Workers - Hospitals have the highest number of
      job-related injuries and illnesses of any private sector
      employer and nursing homes ranked fifth.  There were more
      than 325,000 job-related illnesses and injuries in private
      sector hospitals in 1991, up almost 10 percent over the
      previous year.  It is generally believed that health care
      workers employed at public sector hospitals and nursing homes
      have a significantly higher rate of injuries and illnesses
      than do their private sector counterparts.  Health and safety
      issues facing health care workers include exposure to
      tuberculosis and the HIV virus, back injuries, and high
      levels of stress.
   -- Social Workers - Social workers who work in mental health
      institutions are often the victims of assaults and,
      sometimes, fatal attacks.  For instance, last October, a man
      carrying a semiautomatic handgun walked into the Schuyler
      County Social Services Building in Watkins Glenn, N.Y.
      and fatally shot social services workers, before turning the
      gun on himself.  There are two basic problems.  First is a
      growing lack of support services for people who don't have
      the help they need.  Because workers are overworked, some
      clients are not given the adequate amount of counselling.
      Such conditions may cause clients to become more frustrated.
      The ""quality"" of the clients is also becoming more violent,
      as more are moved out of the institutions.

   Nearly 2 million workers have been killed by workplace hazards
since OSHA was passed.  Moreover, as AFSCME President Gerald W.
McEntee explains, OSHA does not provide workplace safety
protections for public employees.
   ""More than 1,600 public employees are killed each year on the
job, yet 27 states still provide no federally-approved OSHA
coverage for public employees,"" said McEntee.  ""This, despite the
fact that public employees -- highway workers, health care workers,
corrections officers, to name but a few -- do some of the most
dangerous work in our society.  This year we are fighting for
passage of OSHA reform legislation to give all workers greater
rights and protections, and finally guarantee all public employees
safe workplaces.  We need the public support to be successful.""
   Government workers suffer 25 percent more injuries than private
sector workers, and these injuries are almost 75 percent more
severe.
   Public employees were exempted from OSHA when the law was passed
in 1970 and today, public employees in more than half the states
have no OSHA coverage.
 -30-",2
"
Well, there *is* the standards document.  From the FAQ:

12) How to order standards documents.

The American National Standards Institute sells ANSI standards, and also
ISO (international) standards.  Their sales office is at 1-212-642-4900,
mailing address is 1430 Broadway, NY NY 10018.  It helps if you have the
complete name and number.

Some useful numbers to know:

CGM (Computer Graphics Metafile) is ISO 8632-4 (1987).  GKS (Graphical
Kernel System) is ANSI X3.124-1985. ...


You might also want to look at gplot from the folks at the Pittsburgh
Supercomputer Center.  Fish around at calpe.psc.edu.  It is pretty
nifty.

							spl",0
"Resinfo (research and information) is currently seeking contact
_IN_ the United Kingdom with researchers of 'phenylanine', or is
this amino acid uninspiring?",2
"Earlier today I read an ad for REAL-3D animation & ray-tracing software and
it looked very convincing to me. However, I don't own an Amiga and so I began 
to wonder, if there's a PC version of it.

So, has anyone seen/used REAl-3D for DOS??
",0
"...

If we are indeed talking about CS, then this is not quite accurate. CS is
""just"" tear gas--albeit the worst kind. It isn't a nausea gas, and doesn't
have direct CNS effects. However, it's quite bad--much worse than CN gas. I
was briefly exposed to it once (during an engagement in Berkeley circa 1968
8^) and it's not the kind of thing you forget. It seems to be
moisture-activated--it not only made my eyes sting and water, but attacked
my breathing passages and lungs. Breathing was painful, and my entire face
felt as if it was on fire. These effects persisted for hours after
exposure, and I was coughing for days afterwards.  If I was exposed to a
dense concentration of this stuff in a closed space for several hours, I
doubt whether I could find the exit. Indeed, I can't imagine living through
it.

",3
"


 

There can be. But depression is not diagnositic of thyroid deficiency.
Thyroid blood tests are easy, cheap, and effective in diagnosing thyroid
deficiencies.",2
"


        Interesting that Janet Reno has publically announced that
        we need steal ourselves for more Wacos.  I wonder if I can
        get the gasoline concession.




     Yup.  Kill that bastard!




     Ah, yes.  The ILLEGAL helicopter, searchign for the non-existent
     PCP lab.  I remember it well, even if the media ( and y'all ) tell
     me I don't.  Call me Winston.



      Ahhh, yes.  The ""non-existent"" canisters.  Call me Winston again.



     I did too, but for different reasons.  The FBI has a habit of burning
     up people in fortified areas.




      Yup.  Good.  Dead.  YEAH!   Maybe Janet will do some more, just
      like she's promis, er, WARNED us about.

      Like I told y'all before.  I would SERIOUSLY consider the following:",3
"Hi.  I'm looking for a 3D shark for use in a ray tracing rountine I'm doing.
 I'll be using Vivid or POV, but it can be in any format.  Are there any
 FTP sites with 3D objects or does anyone have a good 3D shark?

Thanks alot!

Chad

",0
"
Quite honestly, this one is ridiculous.  Consider the following
scenario: Runner on third. As the pitcher starts to throw home, the
runner takes off for home and the batter squares around to bunt for
the suicide squeeze. The pitcher, seeing this, does not throw home,
but stops in mid action and puts the runner in a run down.  It is the
balk rule that prevents this from happening.  

Believe it or not, this actually happened to me once in an OBA
(Ontario Baseball association) game in Milton, Ontario.  I was the
batter and to my amazement, the umpire missed it.  In the 12 years
that I played ball, this was worst piece of umpiring I ever saw.",1
"eyes?

By looking at the iris (iridology) - virtually nothing.

Looking at the retina allows one to visualise the small blood
vessels and is helpful in assessing various systemic diseases,
hypertension and diabetes for example.",2
"Can someone who knows what they're talking about add a FAQ entry
on gamma correction?  Thanks.",0
"

First the FBI said they saw two members of the cult start the fire-and the 
FBI never lies.  Second, the first started in opposite ends of the compound 
at the same time and thirdly, the fire spread too quickly for it not to be 
help without an accelerate.

",3
": 
: Dear, dear.  They could have COME OUT.
: ",3
"
This is quite corect, but a bullet hitting a burned body with little energy
will show virtually no deformation, ie a hollow point probably would not
expand, an FMJ would be ""pristene"".  Also the bullets will not be marked
with the lands ang grooves of a barrel, because they didn't come out of
one.  A good pathologist should be able to notice this right away.

Let us hope that the  ME's that handle these bodies are more competent
then the ones who did JFK's body.",3
"It's gotta be an HBP.
",1
"
Neither.  


You don't have to pay attention to any one source, neither do you
have to abandon your critical thinking, but to disregard all sources
of information as 'lies' and 'distortions' and substitute your own
pet theories is more likely to get you wild untruths than by basing
your theories on the 'facts' as they are reported by the media and
the government.


Actually there was evidence of the fire being set deliberately -
both testamony by the survivors and IR tape showing the fire
being set in 3 places AND the petrochemical soot that the fire 
was giving off (indications of kerosine or gasoline feeding the
fire).  

You might not believe 1 or 2 if you are totally paranoid or very
skeptical, but my 3rd point is visible to anyone who watches the
tapes of the fire and has started a BBQ grill.


Ho ho ho.  I listen to NPR, watch CNN, NBC.  I also read the
papers.   Where do you get YOURS?
",3
"


Let's go to the videotape.  Here's exactly what you posted:



So if you weren't saying that the deaths of ""bastard children of a sacreligious
zealot"" was no big thing (and I know I am not the only one who read it that
way), just what the hell WERE you saying?


So who brainwashed YOU into believing that whatever the government says it
the truth?  Or that Koresh was any actual threat to you and the rest of the 
US?  Haven't you ever stopped to wonder WHY the government raided this farm?
This raid was NOT ABOUT RELIGION, SEX, OR CHILD ABUSE.  To the best available
evidence at the moment, this raid, psychological torture, and group death was 
about Koresh's failure to PAY A $200 TAX on ONE grenade launcher that he may 
or may not even have had!  That's why it was the BATF doing the raiding in the
first place.

Do you think a $200 tax evasion justifies an armed assault by the government
with 100 armed men in trailers, orchestrated character assassination, noise
torture, and a holocaust?


Then think before you post.
-- ",3
"
It is evident you did not read my post carefully. I wasn't
trying to tell you not to eat MSG products and produce, nor was I
arguing for or against MSG. I was simply questioning the logic of
your statement that simply because
(a) one is not allergic to something, and
(b) likes eating that
it follows that one could keep eating whatever it is. 
In my post, I had clearly said that I don't know enough about MSG.
The statement ""don't eat X because its bad"" is just _your_ 
interpretation of nutritional info out there.",2
"
Bill James is, however, very closely tied to STATS.",1
"Hello,
I have some problem in converting tga file(generated by POVray) to
rle file. When I convert, I do not get any warning message. But
if I use xloadimage/getx11, something is wrong.

Error messages are,
% targatorle -o o.rle data.tga
% xloadimage o.rle
o.rle is a 0x0 24 bit RLE image with no map (will dither to 8 bits), with gamma of 1.00
  Dithering image...done
  Building XImage...done
xloadimage: X Error: BadValue (integer parameter out of range for operation) on 0x0
xloadimage: X Error: BadWindow (invalid Window parameter) on 0xb00003
......

I know that I need to install ppmtorle and tgatoppm, but I do not spend
time to install them. Even I do not want to generate .rgb from POVray
and then convert them to rle, if possible.(.rgb to rle works, but
it will mess up my directory with so many files, and it needs 2 more
steps to finally convert to rle file. say cat | rawtorle | rleflip )
Does any body out there have same experience/problems ?

Thanks in advance,",0
"
Well, yeah, but unlike TIFF they all do substantially more than encode
rectangular bitmaps.  And the others are hardly trouble free.  I hear that
it is quite common for CGM implementations not to interoperate.

The annoying thing about TIFF is that is that along with the 50 useful
options, there are 100 stupid options.  The most egregious example is that
rather than picking a byte order and bit order and using it consistently
in all TIFF files, byte and bit order are options and all TIFF readers on
all machines, no matter what their natural byte order, have to be prepared
to do byte swapping.  There are four slightly different FAX formats --
again, any one of them would have been adequate.  RGB images can be stored
by pixel or by component, complexity without function, etc, etc.  I also
note that the TIFF doc says that Aldus' experiments show that LZW reliably
compresses as well or better than any of the FAX formats, suggesting that
none of the FAX formats are really useful.

What's worse, a lot of the formats aren't even implemented very well,
e.g., LZW limits code words to 12 bits, while 14 or 16 bits would have
provided substantially better compression.  And the LZW method compresses
bytes rather than pixels.

But the absolute worst thing about TIFF is that any vendor can register
proprietary TIFF codes and formats without even publicly documenting them.
This means that there is NO WAY to write a TIFF reader that can reliably
read all incoming TIFF files.  Some standard.",0
"



Indeed.  Larry King had the two attorneys (whose clients are now
dead) of Koresh and another Davidian on his show last night.  Their
discussions with the survivors differ from the FBI account.  The
attorneys say that they were told that the tanks knocked over lanterns
in the compound which started the fires.

Government spokespeople have lied and contradicted each other 
throughout this whole affair.  I'll wait for some better evidence before
I form an opinion.
-- 
paul hager		hagerp@moose.cs.indiana.edu",3
"I need some ECG data , uncompressed,  hopefully in ascii format.
Don't care what it looks like, this is for a signal processing
project.
",2
"A great many computer programmers read ""Dr. Dobb's Journal"".  In a recent
issue, there was a paragraph in an article that pained me greatly to read.  It

  ""There's nothing wrong if Microsoft setting the standards for the computer
industry.  The industry NEEDS an IBM for the 90's.""

  Where has the hacker ethic gone?  Not the ""cracker"" ethic, which is something
entirely different and bad, but the hacker ethic, which tells us to value the
free distribution of information and yield to the hands-on imperative?  Why is
it that people and corporations like Bill Gates, IBM, and Intel are able to
have a virtual dead lock on the computer industry?  Why is it that, if a person
like myself posts messages to Usenet on how to get into the little nooks,
crannies, and idiosyncrasies of a computer system, they are not given any
useful information by those who know, just a badmouthing? (or are completely
ignored)  Why is it that people like Steve Jobs have to abandon their efforts to
make truly innovative products?  I ask those of you who call yourselves
hackers, why is this?  And further, how can you let it go on?  It is a fact
that the computer industry has changed the world, and shall continue to do so
for a long time to come.  It has allowed the propagation of information in a
volume unheard of even twenty years ago, and has made this world even smaller
than it was before.  I shudder to think what that world will be like if the
corporations are allowed to have their way, perpetuating more drivel like the
286, Windows, and the IBM product line on the computer-using public.  

  That is not to say I am against business per se; people who profit off of
innovative, intelligent, creative designs do not bother me.  In fact, I applaud
it; that is the American way.  But those who manage to sell kludgy, uncreative
systems to the public, and profit off of them, are the ones who are the
problem.  And, unfortunately, because they have enough money to make up for
blunt stupidity, they can keep doing it for a very long time.

  I put it to you thus:  Where HAS the hacker ethic gone?  If it still exists,
where?  And, if it DOES exist, why are those who call themselves ""hackers""
allowing this to perpetuate itself?  Why are they not creating new, innovative,
interesting ideas to stop the SOS from maintaining its choke hold on the
computer industry?

  I await with interest what will probably be a resounding silence.",0
"According to an article in the LA Times, Todd Worrell will not
be ready to come off the DL list Friday.  It sounds like
he has had another set back in his come back.  At present,
he has stopped throwing the ball.  Supposedly, he had
no velocity.  It doesn't sound like there is any particular
time table at this point for when he will be back.",1
